Full Name,UB MAIL,CURRENT DEGREE,SKILLS,WORK EXPERIENCE,PROJECTS,GENDER,GPA,JOINING
Dr. Alexis Anderson PhD,ramirezwendy@example.com,MASTERS,CYBER SECURITY,7,3,FEMALE,3.75,IMMEDIATELY
Alicia Yang,barnettlisa@example.net,PHD,AI/ML,4,7,OTHERS,3.76,INTERESTED TO JOIN
Mary Pace,michelejordan@example.net,UNDER GRAD,FULLSTACK,3,0,MALE,3.37,INTERESTED TO JOIN
Danielle Carter,bsmith@example.net,PHD,BACKEND,2,7,FEMALE,3.09,IMMEDIATELY
Christine Dennis,vvasquez@example.org,PHD,FULLSTACK,7,0,FEMALE,3.47,IMMEDIATELY
Sabrina Cooper,sandovalpatricia@example.org,UNDER GRAD,BACKEND,6,10,FEMALE,3.86,IMMEDIATELY
Kendra Williams,evaldez@example.net,UNDER GRAD,CYBER SECURITY,4,0,OTHERS,3.63,INTERESTED TO JOIN
Laura Campbell,nclark@example.org,MASTERS,FULLSTACK,0,3,MALE,3.74,INTERESTED TO JOIN
Carolyn Rogers,tammy78@example.net,UNDER GRAD,AI/ML,0,1,MALE,3.76,IMMEDIATELY
Peter Russell,joshua67@example.net,MASTERS,BACKEND,1,1,OTHERS,3.21,IMMEDIATELY
Jordan Allen,dbrown@example.net,UNDER GRAD,APP DEV,4,2,FEMALE,3.4,INTERESTED TO JOIN
Joseph Herrera,mccoykimberly@example.com,MASTERS,CYBER SECURITY,5,3,OTHERS,3.19,INTERESTED TO JOIN
Breanna Schwartz,lindsay50@example.com,UNDER GRAD,CYBER SECURITY,6,0,FEMALE,3.46,IMMEDIATELY
Steven Miranda,bgibson@example.com,UNDER GRAD,CLOUD,3,8,OTHERS,3.3,IMMEDIATELY
Angela Huber,iraymond@example.net,MASTERS,AI/ML,5,9,MALE,3.03,INTERESTED TO JOIN
Matthew Snyder,christinahunter@example.com,UNDER GRAD,FULLSTACK,4,1,MALE,3.5,IMMEDIATELY
Shelby Wilkins,jessicabryant@example.org,PHD,BACKEND,6,10,OTHERS,3.43,INTERESTED TO JOIN
Ann Barton,steeletheodore@example.org,PHD,FULLSTACK,7,8,OTHERS,3.61,INTERESTED TO JOIN
Christopher Powell,rperkins@example.org,PHD,CYBER SECURITY,4,0,OTHERS,3.91,INTERESTED TO JOIN
Lori Perkins,ruben92@example.com,PHD,FULLSTACK,4,10,FEMALE,3.88,INTERESTED TO JOIN
Adriana Miller,paulmiles@example.net,PHD,WEB DEV,6,10,FEMALE,3.78,INTERESTED TO JOIN
Leah Wilson,christine50@example.net,UNDER GRAD,FRONTEND,0,5,FEMALE,3.16,IMMEDIATELY
Katherine Daniels,elizabethstrong@example.com,UNDER GRAD,FULLSTACK,3,9,FEMALE,3.55,INTERESTED TO JOIN
Melinda Roth,shannonmeza@example.net,UNDER GRAD,FULLSTACK,4,9,FEMALE,3.82,IMMEDIATELY
Matthew Hanson,marksmith@example.org,UNDER GRAD,CYBER SECURITY,1,6,MALE,3.84,INTERESTED TO JOIN
Lisa Townsend,zhall@example.com,UNDER GRAD,APP DEV,6,1,OTHERS,3.85,INTERESTED TO JOIN
Haley Jones,branchdebbie@example.org,PHD,WEB DEV,0,4,FEMALE,3.45,INTERESTED TO JOIN
Dr. Jennifer Ellis,ortizamy@example.org,PHD,CYBER SECURITY,0,3,OTHERS,3.96,INTERESTED TO JOIN
John Gallegos,craigdenise@example.org,PHD,BACKEND,7,0,OTHERS,3.31,INTERESTED TO JOIN
Melissa Bailey,jonathan21@example.com,MASTERS,AI/ML,5,3,OTHERS,3.36,IMMEDIATELY
Becky Davis,willie56@example.net,MASTERS,BACKEND,1,3,OTHERS,3.66,IMMEDIATELY
Gina Jones,joanna18@example.com,UNDER GRAD,FULLSTACK,7,10,FEMALE,3.02,IMMEDIATELY
John Robinson,fosterjames@example.org,UNDER GRAD,CYBER SECURITY,1,7,FEMALE,3.77,IMMEDIATELY
Diana Day,scottlisa@example.org,MASTERS,WEB DEV,7,6,OTHERS,3.62,IMMEDIATELY
Justin Gaines,thomassmith@example.org,PHD,FRONTEND,7,3,MALE,3.94,IMMEDIATELY
Joshua Watson,yhoward@example.com,UNDER GRAD,FULLSTACK,2,0,MALE,3.57,INTERESTED TO JOIN
Sharon Macias,bankswilliam@example.net,PHD,CYBER SECURITY,4,3,FEMALE,3.26,IMMEDIATELY
Adrian King,daniel83@example.com,UNDER GRAD,APP DEV,6,7,MALE,3.34,INTERESTED TO JOIN
Victoria Riddle,jason04@example.com,UNDER GRAD,BACKEND,1,2,FEMALE,3.9,INTERESTED TO JOIN
Laura Rivera,fmartin@example.org,MASTERS,AI/ML,1,2,FEMALE,3.11,IMMEDIATELY
William Williams,qyang@example.org,MASTERS,CLOUD,4,8,MALE,3.6,IMMEDIATELY
Christina Shah,acruz@example.com,MASTERS,AI/ML,2,3,MALE,3.21,IMMEDIATELY
Kirsten Lam,yorkkenneth@example.net,MASTERS,WEB DEV,6,7,OTHERS,3.93,INTERESTED TO JOIN
Patricia Burton,leslie88@example.org,PHD,FRONTEND,4,9,FEMALE,3.84,IMMEDIATELY
Stacey Park,mbass@example.org,MASTERS,FULLSTACK,6,4,MALE,3.16,IMMEDIATELY
Brandon Williams,brendawilliams@example.com,MASTERS,CLOUD,1,1,OTHERS,3.5,INTERESTED TO JOIN
Aaron Henderson,ebryant@example.net,UNDER GRAD,APP DEV,0,1,OTHERS,3.1,INTERESTED TO JOIN
Craig Jimenez,amberharris@example.com,MASTERS,CLOUD,5,5,OTHERS,3.87,IMMEDIATELY
Rebecca Johnson,ujohnson@example.org,MASTERS,FULLSTACK,7,7,MALE,3.12,IMMEDIATELY
Laura Smith,villanuevakathy@example.org,MASTERS,CYBER SECURITY,2,6,FEMALE,3.88,INTERESTED TO JOIN
Justin Savage,hwagner@example.com,MASTERS,CYBER SECURITY,4,1,OTHERS,3.22,INTERESTED TO JOIN
Melvin Anderson,ltanner@example.net,MASTERS,AI/ML,1,3,MALE,3.28,IMMEDIATELY
Victoria White,ecook@example.net,MASTERS,BACKEND,0,0,MALE,3.81,IMMEDIATELY
Patricia Mcgrath,nicholas72@example.net,PHD,WEB DEV,5,9,FEMALE,3.6,INTERESTED TO JOIN
Lauren Taylor,margaretward@example.com,PHD,APP DEV,0,9,MALE,3.51,INTERESTED TO JOIN
Samantha George,jeffrey06@example.org,MASTERS,APP DEV,7,4,OTHERS,3.34,IMMEDIATELY
Mr. Eric Porter,perkinskellie@example.org,PHD,CYBER SECURITY,1,5,MALE,3.5,IMMEDIATELY
Scott Wilson,patrickward@example.org,PHD,APP DEV,0,1,OTHERS,3.12,INTERESTED TO JOIN
Tyler Gray,elizabeth41@example.com,UNDER GRAD,FRONTEND,3,2,FEMALE,3.3,IMMEDIATELY
Jean Swanson,joseph21@example.net,PHD,APP DEV,2,5,FEMALE,3.04,INTERESTED TO JOIN
Kevin Stuart,elizabethdavidson@example.org,PHD,CYBER SECURITY,3,10,MALE,3.38,INTERESTED TO JOIN
Mary Castillo,phamjennifer@example.org,PHD,CLOUD,4,0,OTHERS,3.22,IMMEDIATELY
Justin Mullen,ibaker@example.net,UNDER GRAD,FULLSTACK,5,1,OTHERS,3.94,INTERESTED TO JOIN
Denise Buchanan,goldenbrian@example.org,MASTERS,FRONTEND,4,6,OTHERS,3.68,INTERESTED TO JOIN
Joanna Mckinney,cristina27@example.com,PHD,AI/ML,6,1,FEMALE,3.75,INTERESTED TO JOIN
Cheyenne Morris,alexanderhernandez@example.org,UNDER GRAD,AI/ML,6,1,MALE,3.47,INTERESTED TO JOIN
Jacob Hoffman,burnspaul@example.org,MASTERS,BACKEND,4,8,FEMALE,3.15,IMMEDIATELY
Laurie Chase,browntonya@example.org,UNDER GRAD,AI/ML,2,7,MALE,3.17,IMMEDIATELY
Jared Rios,garzalinda@example.org,MASTERS,CLOUD,0,6,OTHERS,3.83,INTERESTED TO JOIN
Randall Allen,michael01@example.com,UNDER GRAD,FULLSTACK,0,0,OTHERS,3.3,IMMEDIATELY
Ralph Smith,tammy22@example.org,MASTERS,APP DEV,7,9,MALE,3.13,IMMEDIATELY
Timothy Goodman,dboyle@example.org,MASTERS,APP DEV,0,9,OTHERS,3.77,INTERESTED TO JOIN
Jorge Figueroa,lovedeborah@example.org,MASTERS,WEB DEV,1,2,OTHERS,3.75,IMMEDIATELY
Teresa Cook,porteralexander@example.net,UNDER GRAD,APP DEV,3,9,FEMALE,3.63,IMMEDIATELY
Christine Pham,laurawilson@example.org,UNDER GRAD,CYBER SECURITY,4,4,OTHERS,3.23,IMMEDIATELY
James Jordan,joshuaelliott@example.org,PHD,CLOUD,6,5,OTHERS,3.16,IMMEDIATELY
Kimberly Wright,ehood@example.net,MASTERS,APP DEV,6,9,FEMALE,3.18,IMMEDIATELY
Debbie Newton,davidreynolds@example.org,UNDER GRAD,FRONTEND,3,5,OTHERS,3.82,IMMEDIATELY
Laura York,aprilconley@example.org,MASTERS,BACKEND,1,9,OTHERS,3.97,IMMEDIATELY
Rebecca Davis,colleencaldwell@example.net,MASTERS,APP DEV,6,7,OTHERS,3.44,INTERESTED TO JOIN
Tanner Brown,idecker@example.net,UNDER GRAD,AI/ML,5,0,FEMALE,3.49,INTERESTED TO JOIN
Jack Ferguson DDS,gonzalesjonathan@example.org,PHD,BACKEND,1,7,OTHERS,3.92,IMMEDIATELY
Sara Houston,khantroy@example.net,UNDER GRAD,CYBER SECURITY,7,1,FEMALE,3.36,INTERESTED TO JOIN
Kyle Washington,omiller@example.org,MASTERS,BACKEND,6,10,FEMALE,3.6,INTERESTED TO JOIN
Tanya Jones,zamoraalfred@example.com,MASTERS,WEB DEV,5,9,FEMALE,3.6,INTERESTED TO JOIN
Jorge Green,transandra@example.com,UNDER GRAD,BACKEND,5,3,MALE,3.23,INTERESTED TO JOIN
Fernando Gonzalez,vjames@example.com,PHD,CLOUD,0,4,OTHERS,3.4,IMMEDIATELY
Shannon Sellers,sklein@example.org,PHD,BACKEND,5,9,MALE,3.75,IMMEDIATELY
Bryan Kerr,matthew22@example.com,MASTERS,CLOUD,7,6,MALE,3.33,INTERESTED TO JOIN
Jeremy Kelley,tcarrillo@example.net,PHD,APP DEV,3,4,FEMALE,3.98,INTERESTED TO JOIN
Linda Ryan,danieldavid@example.com,UNDER GRAD,BACKEND,4,8,MALE,3.26,IMMEDIATELY
Patricia Marshall,nicole34@example.org,MASTERS,WEB DEV,7,9,MALE,3.02,IMMEDIATELY
Valerie Edwards,velasquezmatthew@example.net,PHD,FULLSTACK,7,1,MALE,3.55,IMMEDIATELY
Denise Riley,mollymoore@example.net,MASTERS,CLOUD,6,0,OTHERS,3.96,IMMEDIATELY
Melissa Castillo,victor12@example.org,PHD,FULLSTACK,7,10,MALE,3.85,INTERESTED TO JOIN
Nicolas Hernandez,john55@example.net,PHD,APP DEV,6,8,MALE,3.02,IMMEDIATELY
Katherine Pham,orozcomary@example.org,MASTERS,CLOUD,0,10,FEMALE,3.39,INTERESTED TO JOIN
John Duncan,mendozashawn@example.com,UNDER GRAD,WEB DEV,1,2,FEMALE,3.7,IMMEDIATELY
David Perez,millerann@example.com,UNDER GRAD,APP DEV,3,2,OTHERS,3.66,IMMEDIATELY
Kathleen Hall,erinhill@example.net,MASTERS,BACKEND,3,5,OTHERS,3.84,IMMEDIATELY
Terri Holmes,pbrennan@example.org,MASTERS,APP DEV,2,8,OTHERS,3.61,IMMEDIATELY
Timothy Thomas,oneillrobin@example.com,PHD,AI/ML,2,3,MALE,3.7,IMMEDIATELY
Lauren Nguyen,carsonglenda@example.com,PHD,CLOUD,0,8,MALE,3.96,INTERESTED TO JOIN
Andrew Ruiz,jamiemoore@example.org,UNDER GRAD,FRONTEND,2,1,MALE,3.55,IMMEDIATELY
Kurt Hubbard,jason50@example.net,UNDER GRAD,CLOUD,1,0,FEMALE,3.79,IMMEDIATELY
Mathew Garcia,ana41@example.org,UNDER GRAD,AI/ML,6,2,OTHERS,3.46,IMMEDIATELY
Micheal Hawkins,sanderschristine@example.net,MASTERS,AI/ML,6,3,MALE,3.78,IMMEDIATELY
Lisa Booth,cabreraapril@example.net,UNDER GRAD,FULLSTACK,0,5,OTHERS,3.32,IMMEDIATELY
Ashley Pratt,johnny38@example.org,UNDER GRAD,BACKEND,7,8,MALE,3.06,INTERESTED TO JOIN
James Cameron,watsonnancy@example.org,PHD,APP DEV,5,8,MALE,3.68,IMMEDIATELY
James Bowman,joseph03@example.org,MASTERS,CLOUD,2,8,OTHERS,3.71,IMMEDIATELY
Sandy Andrews,tracy56@example.com,UNDER GRAD,CYBER SECURITY,6,3,MALE,3.87,IMMEDIATELY
Colleen Norris DDS,paula63@example.net,MASTERS,CYBER SECURITY,3,8,MALE,3.41,IMMEDIATELY
Lauren Harvey,elizabethmonroe@example.net,PHD,WEB DEV,6,4,FEMALE,3.44,INTERESTED TO JOIN
Monica Dudley,randallhays@example.org,UNDER GRAD,CLOUD,5,5,OTHERS,3.71,IMMEDIATELY
Patrick Campbell,lcarroll@example.com,MASTERS,CLOUD,3,1,FEMALE,3.62,IMMEDIATELY
Kara Pearson,wanderson@example.net,UNDER GRAD,APP DEV,2,1,MALE,3.19,INTERESTED TO JOIN
Tracy Oconnor,justinperry@example.com,MASTERS,AI/ML,4,4,OTHERS,3.74,IMMEDIATELY
Jennifer Bennett,peckantonio@example.org,PHD,FRONTEND,2,9,MALE,3.26,IMMEDIATELY
Logan Lee,allison26@example.com,MASTERS,AI/ML,7,9,FEMALE,3.23,INTERESTED TO JOIN
Stephanie Romero,cole18@example.com,PHD,CLOUD,0,8,FEMALE,3.96,IMMEDIATELY
Andrew Fowler,connor13@example.com,PHD,CLOUD,0,8,OTHERS,3.51,INTERESTED TO JOIN
Tiffany Stephens,kevinjohnson@example.com,MASTERS,CYBER SECURITY,3,6,MALE,3.65,IMMEDIATELY
Jeffrey Powell,davismaxwell@example.net,MASTERS,CYBER SECURITY,2,5,OTHERS,3.54,INTERESTED TO JOIN
Richard Patton,mccarthyderek@example.org,UNDER GRAD,AI/ML,0,10,MALE,3.15,IMMEDIATELY
Dakota Smith,xpreston@example.org,PHD,FULLSTACK,3,1,OTHERS,3.86,INTERESTED TO JOIN
Curtis Leonard,lbrown@example.org,MASTERS,APP DEV,1,8,FEMALE,3.05,IMMEDIATELY
Willie Rice,robertwarren@example.com,UNDER GRAD,WEB DEV,7,6,MALE,3.28,INTERESTED TO JOIN
Sarah Reynolds,millerjessica@example.com,PHD,AI/ML,7,4,MALE,3.65,IMMEDIATELY
Andre Giles,maria72@example.net,MASTERS,APP DEV,7,10,FEMALE,3.21,INTERESTED TO JOIN
Luis Garcia,xnixon@example.net,PHD,BACKEND,4,5,MALE,3.17,INTERESTED TO JOIN
Anne Morgan,kiara60@example.org,MASTERS,CYBER SECURITY,3,1,OTHERS,3.47,INTERESTED TO JOIN
Melissa Oliver,robert87@example.com,MASTERS,CYBER SECURITY,2,6,OTHERS,3.1,INTERESTED TO JOIN
Robert Butler,fmartinez@example.org,UNDER GRAD,FRONTEND,1,5,FEMALE,3.81,INTERESTED TO JOIN
Diane Conrad,douglasharrison@example.com,UNDER GRAD,FULLSTACK,4,6,OTHERS,3.55,IMMEDIATELY
Daniel Meyer,nicolepham@example.net,UNDER GRAD,FULLSTACK,5,3,MALE,3.94,INTERESTED TO JOIN
Leslie Reynolds,joanhale@example.com,PHD,APP DEV,1,1,FEMALE,3.55,IMMEDIATELY
Melinda Rios,cooperalicia@example.org,UNDER GRAD,BACKEND,7,9,MALE,3.8,IMMEDIATELY
Alicia Hall,kmiller@example.com,PHD,CYBER SECURITY,5,5,OTHERS,3.38,IMMEDIATELY
Kristy Perez,jason54@example.net,PHD,APP DEV,5,7,OTHERS,3.76,IMMEDIATELY
Latoya Williams,castromonica@example.com,MASTERS,FULLSTACK,5,3,OTHERS,3.22,INTERESTED TO JOIN
Samuel Leon,margaretharrison@example.com,PHD,FRONTEND,7,10,FEMALE,3.89,IMMEDIATELY
Courtney Livingston,jeffrey50@example.org,PHD,CLOUD,4,6,OTHERS,3.35,IMMEDIATELY
Michelle Walker,kenneth14@example.net,MASTERS,APP DEV,4,9,FEMALE,3.8,INTERESTED TO JOIN
Melissa Mcguire,wromero@example.com,PHD,CYBER SECURITY,5,4,FEMALE,3.44,INTERESTED TO JOIN
Jason Lee,fparsons@example.com,MASTERS,CLOUD,0,2,OTHERS,3.0,INTERESTED TO JOIN
Ricky Johnson,hwilliams@example.com,PHD,CLOUD,5,3,MALE,3.44,INTERESTED TO JOIN
Joe Francis,logan09@example.org,PHD,CYBER SECURITY,3,9,MALE,3.71,IMMEDIATELY
Christina Cantrell,oalvarado@example.org,PHD,CYBER SECURITY,3,9,OTHERS,3.12,INTERESTED TO JOIN
Bryan Bell,allisonperez@example.com,UNDER GRAD,AI/ML,1,6,FEMALE,3.2,INTERESTED TO JOIN
Joe Mills,thomascasey@example.org,PHD,FULLSTACK,5,2,FEMALE,3.39,INTERESTED TO JOIN
Edwin Martinez,rachel60@example.org,MASTERS,FRONTEND,5,3,OTHERS,3.7,IMMEDIATELY
James Sanford,tthompson@example.com,UNDER GRAD,FULLSTACK,7,4,OTHERS,3.8,INTERESTED TO JOIN
Brianna Holmes,griffinemily@example.com,MASTERS,APP DEV,5,2,MALE,3.87,IMMEDIATELY
Jason Ryan,katie54@example.org,UNDER GRAD,APP DEV,3,5,OTHERS,3.19,INTERESTED TO JOIN
Shawn Johns,qwarren@example.net,MASTERS,FRONTEND,6,4,OTHERS,3.34,IMMEDIATELY
Tom Rosales,hcooper@example.com,MASTERS,WEB DEV,7,5,OTHERS,3.29,IMMEDIATELY
Daniel Washington,edwardsjulie@example.org,UNDER GRAD,WEB DEV,2,2,OTHERS,3.85,IMMEDIATELY
Sarah Cunningham,lramsey@example.com,UNDER GRAD,FULLSTACK,6,4,OTHERS,3.52,IMMEDIATELY
Todd Tran,owensmichael@example.org,UNDER GRAD,BACKEND,0,1,FEMALE,3.75,IMMEDIATELY
Mary King,jimmy44@example.org,MASTERS,CLOUD,2,8,FEMALE,3.53,IMMEDIATELY
Jennifer Moss,martinandrew@example.net,MASTERS,BACKEND,4,7,OTHERS,3.59,INTERESTED TO JOIN
Elizabeth Davis,mitchellcourtney@example.org,UNDER GRAD,WEB DEV,0,5,MALE,3.16,INTERESTED TO JOIN
Karen Thompson,daviskayla@example.net,PHD,CYBER SECURITY,0,10,OTHERS,3.02,INTERESTED TO JOIN
Donald Cook,jesse51@example.org,MASTERS,WEB DEV,7,5,FEMALE,3.77,IMMEDIATELY
Rebecca Martin,amyharris@example.org,UNDER GRAD,CLOUD,1,3,MALE,3.79,INTERESTED TO JOIN
Jennifer Rose,mclaughlindenise@example.org,UNDER GRAD,APP DEV,3,7,OTHERS,3.43,INTERESTED TO JOIN
Jacob Gonzales,marypitts@example.org,UNDER GRAD,CLOUD,1,0,OTHERS,3.76,INTERESTED TO JOIN
Tara Simpson,smithangela@example.org,UNDER GRAD,CLOUD,7,6,MALE,3.24,IMMEDIATELY
John Garrett,ascott@example.com,MASTERS,CLOUD,0,0,MALE,3.81,INTERESTED TO JOIN
John Castillo,rhondabolton@example.com,MASTERS,FRONTEND,3,2,MALE,3.56,INTERESTED TO JOIN
Taylor Sosa DVM,rhodges@example.com,UNDER GRAD,CLOUD,4,4,MALE,3.42,IMMEDIATELY
Jack Castaneda,davidgreene@example.net,UNDER GRAD,BACKEND,5,8,MALE,3.16,INTERESTED TO JOIN
Teresa Olson,dbruce@example.net,MASTERS,CYBER SECURITY,3,10,FEMALE,3.07,INTERESTED TO JOIN
Vincent Singleton,moonmikayla@example.org,PHD,FRONTEND,5,7,MALE,3.99,IMMEDIATELY
Kelly Freeman,jennifer35@example.org,UNDER GRAD,CLOUD,5,3,FEMALE,3.82,INTERESTED TO JOIN
Jacob Wang,iknight@example.com,UNDER GRAD,AI/ML,1,2,FEMALE,3.15,INTERESTED TO JOIN
Crystal Ramirez,ashleylopez@example.net,UNDER GRAD,WEB DEV,1,7,FEMALE,3.95,IMMEDIATELY
Kathryn Miller,garciajason@example.com,PHD,AI/ML,7,2,OTHERS,3.8,INTERESTED TO JOIN
Elizabeth Rhodes,tammy08@example.org,UNDER GRAD,AI/ML,5,6,MALE,3.68,IMMEDIATELY
Warren Banks,amber48@example.org,PHD,BACKEND,2,3,OTHERS,3.12,IMMEDIATELY
Mark Hancock,palmersummer@example.com,PHD,CYBER SECURITY,3,3,FEMALE,3.62,INTERESTED TO JOIN
Daniel Allen,dmoyer@example.org,PHD,APP DEV,7,9,FEMALE,3.86,IMMEDIATELY
Robert Powers,wernerrobert@example.org,UNDER GRAD,FULLSTACK,2,10,MALE,3.02,IMMEDIATELY
William Moore,shannonbradford@example.com,UNDER GRAD,APP DEV,5,4,OTHERS,3.51,INTERESTED TO JOIN
Michelle Thompson,omcguire@example.net,PHD,FRONTEND,4,1,OTHERS,3.82,INTERESTED TO JOIN
Laurie Conway,michael76@example.net,PHD,APP DEV,4,7,FEMALE,3.44,INTERESTED TO JOIN
Hannah Welch,alex06@example.com,MASTERS,CLOUD,2,1,MALE,3.57,INTERESTED TO JOIN
Jessica Kemp,simmonsrobert@example.com,UNDER GRAD,WEB DEV,5,4,OTHERS,3.27,INTERESTED TO JOIN
Ronald Davis,jonathanhowell@example.com,UNDER GRAD,BACKEND,4,8,OTHERS,3.12,INTERESTED TO JOIN
Travis Alexander,herreradanielle@example.net,PHD,FRONTEND,0,4,FEMALE,3.43,INTERESTED TO JOIN
Monica Prince,harold24@example.org,PHD,AI/ML,1,10,OTHERS,3.28,INTERESTED TO JOIN
Jodi Hickman,bmorris@example.com,MASTERS,BACKEND,5,10,FEMALE,3.01,INTERESTED TO JOIN
Kristopher Knight,beckymorrison@example.net,UNDER GRAD,APP DEV,1,0,FEMALE,3.63,IMMEDIATELY
Jesus Caldwell,georgechristian@example.com,UNDER GRAD,CYBER SECURITY,0,5,OTHERS,3.52,INTERESTED TO JOIN
Penny Snyder,tammy63@example.com,MASTERS,BACKEND,1,3,OTHERS,3.18,INTERESTED TO JOIN
Jeffrey Webb,kingelizabeth@example.org,UNDER GRAD,BACKEND,7,1,OTHERS,3.52,INTERESTED TO JOIN
Eric Barnett,liumelissa@example.com,MASTERS,FRONTEND,4,5,FEMALE,3.08,IMMEDIATELY
Heather Dixon,spencer64@example.com,MASTERS,CLOUD,6,8,OTHERS,3.26,INTERESTED TO JOIN
Jessica White,rodriguezmercedes@example.org,PHD,CYBER SECURITY,5,7,MALE,3.3,IMMEDIATELY
Megan Martinez,wgarcia@example.org,MASTERS,APP DEV,1,3,FEMALE,3.65,INTERESTED TO JOIN
Cynthia Buckley,rflowers@example.net,MASTERS,WEB DEV,4,8,FEMALE,3.96,IMMEDIATELY
Ralph Wolf,mitchellbradley@example.net,UNDER GRAD,FULLSTACK,5,0,MALE,3.13,IMMEDIATELY
Erica Rose,sarah32@example.org,PHD,CYBER SECURITY,7,10,FEMALE,3.27,INTERESTED TO JOIN
Belinda Andrews,bailey56@example.org,MASTERS,BACKEND,3,10,FEMALE,3.29,IMMEDIATELY
Monique Davis,marycooper@example.com,UNDER GRAD,CYBER SECURITY,2,0,OTHERS,3.98,INTERESTED TO JOIN
Andrea Gutierrez,wmiller@example.org,MASTERS,FULLSTACK,5,1,FEMALE,3.4,INTERESTED TO JOIN
Colton Ponce,kmunoz@example.net,PHD,BACKEND,2,6,MALE,3.07,IMMEDIATELY
Scott Johnson,jamesglover@example.net,MASTERS,APP DEV,7,5,OTHERS,3.13,IMMEDIATELY
Brenda Torres,omendez@example.net,PHD,CLOUD,7,8,FEMALE,3.98,INTERESTED TO JOIN
Emily Payne,lfaulkner@example.com,PHD,CYBER SECURITY,6,3,OTHERS,3.16,IMMEDIATELY
Dr. Heather Becker,knelson@example.net,UNDER GRAD,CLOUD,1,5,FEMALE,3.31,IMMEDIATELY
Jerry Mclean,taylorjohn@example.org,PHD,WEB DEV,6,5,MALE,3.77,INTERESTED TO JOIN
James Mcmillan,joseph42@example.org,MASTERS,BACKEND,0,0,FEMALE,3.05,IMMEDIATELY
Susan Garrett,ctaylor@example.com,UNDER GRAD,BACKEND,2,3,MALE,3.11,INTERESTED TO JOIN
Rachel Bush,harrisonsara@example.com,MASTERS,CYBER SECURITY,6,6,MALE,3.5,INTERESTED TO JOIN
Brian Brown,khall@example.net,UNDER GRAD,APP DEV,6,0,MALE,3.11,INTERESTED TO JOIN
Emily Fuller,jensenjustin@example.com,PHD,APP DEV,4,4,FEMALE,3.09,IMMEDIATELY
Kyle Dunn,john74@example.org,PHD,FULLSTACK,7,9,FEMALE,3.43,INTERESTED TO JOIN
Kaitlyn Peterson,robertmartin@example.org,PHD,CLOUD,7,8,OTHERS,3.26,IMMEDIATELY
Lori Wallace,carlosweiss@example.com,UNDER GRAD,BACKEND,6,4,OTHERS,3.01,IMMEDIATELY
Wendy Cherry,melissarivera@example.net,PHD,BACKEND,5,10,OTHERS,3.3,INTERESTED TO JOIN
Jill Mcintyre,hpeterson@example.org,PHD,WEB DEV,7,0,MALE,3.45,IMMEDIATELY
Amanda White,clarkeric@example.net,MASTERS,CYBER SECURITY,7,2,MALE,3.97,INTERESTED TO JOIN
Mark Rodriguez,garciachristopher@example.org,MASTERS,CLOUD,4,6,OTHERS,3.63,IMMEDIATELY
Jennifer Jones,marvinjones@example.org,MASTERS,FRONTEND,6,9,OTHERS,3.96,INTERESTED TO JOIN
Gregory Berg,bwilson@example.com,MASTERS,FULLSTACK,6,9,OTHERS,3.01,IMMEDIATELY
Adam Barker,smithamber@example.net,MASTERS,APP DEV,2,0,MALE,3.98,IMMEDIATELY
Roy Fleming,shawnjohnson@example.org,MASTERS,APP DEV,2,9,OTHERS,3.26,IMMEDIATELY
Austin Williamson,uwarren@example.org,UNDER GRAD,WEB DEV,3,8,MALE,3.67,IMMEDIATELY
Daniel Phillips,bsmith@example.com,UNDER GRAD,APP DEV,4,5,OTHERS,3.48,INTERESTED TO JOIN
Justin Wheeler,michelleclark@example.com,UNDER GRAD,WEB DEV,1,5,MALE,3.54,INTERESTED TO JOIN
Patrick Walter,duncandesiree@example.org,UNDER GRAD,FRONTEND,4,3,FEMALE,3.72,IMMEDIATELY
Brian Mclaughlin,egarcia@example.net,MASTERS,WEB DEV,6,4,OTHERS,3.15,IMMEDIATELY
Benjamin Richardson,nicholasjohnson@example.com,UNDER GRAD,BACKEND,4,0,OTHERS,3.07,IMMEDIATELY
Ryan Thompson,qcharles@example.org,MASTERS,WEB DEV,0,9,OTHERS,3.27,IMMEDIATELY
Cynthia White,carsonsara@example.com,UNDER GRAD,WEB DEV,0,6,OTHERS,3.51,INTERESTED TO JOIN
Amber Yu,robert06@example.net,PHD,FRONTEND,6,7,FEMALE,3.4,INTERESTED TO JOIN
Joe Smith,zachary10@example.net,UNDER GRAD,APP DEV,1,4,FEMALE,3.66,IMMEDIATELY
Blake Melendez,charrison@example.net,PHD,WEB DEV,6,10,OTHERS,3.87,INTERESTED TO JOIN
Keith Ward,xkelly@example.com,PHD,FULLSTACK,0,7,FEMALE,3.89,IMMEDIATELY
Cheryl Lewis,alanhill@example.com,PHD,WEB DEV,4,5,OTHERS,3.28,IMMEDIATELY
Kristin Lucas,lisapatrick@example.com,MASTERS,AI/ML,0,3,MALE,3.49,INTERESTED TO JOIN
Carolyn Hill,mdeleon@example.net,UNDER GRAD,CYBER SECURITY,1,2,OTHERS,3.87,IMMEDIATELY
Amy Schmidt,zjensen@example.net,MASTERS,WEB DEV,6,1,MALE,3.86,IMMEDIATELY
Stephanie Gutierrez,maria54@example.net,UNDER GRAD,WEB DEV,3,1,FEMALE,3.75,INTERESTED TO JOIN
